Genome project	Gene stable ID
caenorhabditis_brenneri	WBGene00139345
caenorhabditis_brenneri	WBGene00139346
caenorhabditis_brenneri	WBGene00139347
caenorhabditis_brenneri	WBGene00139348
caenorhabditis_brenneri	WBGene00139349
caenorhabditis_brenneri	WBGene00139350
caenorhabditis_brenneri	WBGene00139351
caenorhabditis_brenneri	WBGene00139352
caenorhabditis_brenneri	WBGene00139353
caenorhabditis_brenneri	WBGene00139354
caenorhabditis_brenneri	WBGene00139355
caenorhabditis_brenneri	WBGene00139356
caenorhabditis_brenneri	WBGene00139357
caenorhabditis_brenneri	WBGene00139358
caenorhabditis_brenneri	WBGene00139359
caenorhabditis_brenneri	WBGene00139360
caenorhabditis_brenneri	WBGene00139361
caenorhabditis_brenneri	WBGene00139362
caenorhabditis_brenneri	WBGene00139363
caenorhabditis_brenneri	WBGene00139364
caenorhabditis_brenneri	WBGene00139365
caenorhabditis_brenneri	WBGene00139366
caenorhabditis_brenneri	WBGene00139367
caenorhabditis_brenneri	WBGene00139368
caenorhabditis_brenneri	WBGene00139369
caenorhabditis_brenneri	WBGene00139370
caenorhabditis_brenneri	WBGene00139372
caenorhabditis_brenneri	WBGene00139373
caenorhabditis_brenneri	WBGene00139374
caenorhabditis_brenneri	WBGene00139375
caenorhabditis_brenneri	WBGene00139376
caenorhabditis_brenneri	WBGene00139377
caenorhabditis_brenneri	WBGene00139378
caenorhabditis_brenneri	WBGene00139379
caenorhabditis_brenneri	WBGene00139380
caenorhabditis_brenneri	WBGene00139381
caenorhabditis_brenneri	WBGene00139382
caenorhabditis_brenneri	WBGene00139383
caenorhabditis_brenneri	WBGene00139384
caenorhabditis_brenneri	WBGene00139385
caenorhabditis_brenneri	WBGene00139386
caenorhabditis_brenneri	WBGene00139387
caenorhabditis_brenneri	WBGene00139388
caenorhabditis_brenneri	WBGene00139389
caenorhabditis_brenneri	WBGene00139390
caenorhabditis_brenneri	WBGene00139391
caenorhabditis_brenneri	WBGene00139392
caenorhabditis_brenneri	WBGene00139393
caenorhabditis_brenneri	WBGene00139394
caenorhabditis_brenneri	WBGene00139395
caenorhabditis_brenneri	WBGene00139396
caenorhabditis_brenneri	WBGene00139397
caenorhabditis_brenneri	WBGene00139398
caenorhabditis_brenneri	WBGene00139399
caenorhabditis_brenneri	WBGene00139400
caenorhabditis_brenneri	WBGene00139401
caenorhabditis_brenneri	WBGene00139402
caenorhabditis_brenneri	WBGene00139403
